"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","Evaluate all flags returns map (unauthenticated)","Smoke Tests","Sun Feb 15 08:07:55 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagEvaluationTest","Smoke","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagEvaluationTest","evaluateAllUnauthenticatedReturnsMap"
"","2925","Forgot password returns 204 for registered email","Smoke Tests","Sun Feb 15 08:07:47 UTC 2026","passed","Sun Feb 15 08:07:50 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordReturns204ForRegisteredEmail"
"","139","List feature flags returns paginated response","Smoke Tests","Sun Feb 15 08:07:55 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Smoke","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","listFlagsReturnsPaginatedResponse"
"","463","Delete user returns 204","Smoke Tests","Sun Feb 15 08:07:54 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.user.UserDeleteTest","Smoke","ua.kpi.sc.test.api.tests.user.UserDeleteTest","deleteUserReturns204"
"","0","executionConfigHasDefaults","Smoke Tests","Sun Feb 15 08:07:55 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","executionConfigHasDefaults"
"","62","healthEndpointResponseTimeIsAcceptable","Smoke Tests","Sun Feb 15 08:07:52 UTC 2026","passed","Sun Feb 15 08:07:52 UTC 2026","ua.kpi.sc.test.api.tests.smoke.HealthCheckTest","Smoke","ua.kpi.sc.test.api.tests.smoke.HealthCheckTest","healthEndpointResponseTimeIsAcceptable"
"","4","baseUrlIsValidFormat","Smoke Tests","Sun Feb 15 08:07:55 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","baseUrlIsValidFormat"
"","1","configurationLoadsSuccessfully","Smoke Tests","Sun Feb 15 08:07:55 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","configurationLoadsSuccessfully"
"","3923","Register -> getMe: user data matches registration request","Smoke Tests","Sun Feb 15 08:07:47 UTC 2026","passed","Sun Feb 15 08:07:51 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","fullRegistrationToMeFlow"
"","656","Assign partner level returns 201","Smoke Tests","Sun Feb 15 08:07:53 UTC 2026","passed","Sun Feb 15 08:07:54 UTC 2026","ua.kpi.sc.test.api.tests.user.UserAssignPartnerTest","Smoke","ua.kpi.sc.test.api.tests.user.UserAssignPartnerTest","assignPartnerLevelReturns201"
"","698","Search users by name returns results","Smoke Tests","Sun Feb 15 08:07:54 UTC 2026","passed","Sun Feb 15 08:07:54 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSearchFilterTest","Smoke","ua.kpi.sc.test.api.tests.user.UserSearchFilterTest","searchUsersByNameReturnsResults"
"","4","authConfigIsAccessible","Smoke Tests","Sun Feb 15 08:07:55 UTC 2026","passed","Sun Feb 15 08:07:55 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","authConfigIsAccessible"
"","1666","Change password returns 204","Smoke Tests","Sun Feb 15 08:07:52 UTC 2026","passed","Sun Feb 15 08:07:54 UTC 2026","ua.kpi.sc.test.api.tests.user.UserChangePasswordTest","Smoke","ua.kpi.sc.test.api.tests.user.UserChangePasswordTest","changePasswordReturns204"
