"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","748","Create user returns 201 with correct fields","Smoke Tests","Sun Feb 15 09:23:55 UTC 2026","passed","Sun Feb 15 09:23:55 UTC 2026","ua.kpi.sc.test.api.tests.user.UserCreateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserCreateTest","createUserReturns201"
"","108","List feature flags returns paginated response","Smoke Tests","Sun Feb 15 09:23:58 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Smoke","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","listFlagsReturnsPaginatedResponse"
"","75","Google OAuth redirect returns 302","Smoke Tests","Sun Feb 15 09:23:53 UTC 2026","passed","Sun Feb 15 09:23:53 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthGoogleOAuthTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthGoogleOAuthTest","googleOAuthRedirectReturns302"
"","5042","Full flow: register -> forgot -> MailPit -> extract token -> reset -> login with new password","Smoke Tests","Sun Feb 15 09:23:49 UTC 2026","passed","Sun Feb 15 09:23:54 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthPasswordResetFlowTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthPasswordResetFlowTest","fullPasswordResetFlow"
"","215","GET /users/me returns current user profile","Smoke Tests","Sun Feb 15 09:23:56 UTC 2026","passed","Sun Feb 15 09:23:57 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","getMeReturns200"
"","1581","apiDocsEndpointReturnsOpenApiSpec","Smoke Tests","Sun Feb 15 09:23:54 UTC 2026","passed","Sun Feb 15 09:23:55 UTC 2026","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","Smoke","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","apiDocsEndpointReturnsOpenApiSpec"
"","524","Register new user returns 201 with cookies and user data","Smoke Tests","Sun Feb 15 09:23:53 UTC 2026","passed","Sun Feb 15 09:23:54 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerNewUser"
"","5","authConfigIsAccessible","Smoke Tests","Sun Feb 15 09:23:58 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","authConfigIsAccessible"
"","352","swaggerUiIsAccessible","Smoke Tests","Sun Feb 15 09:23:54 UTC 2026","passed","Sun Feb 15 09:23:54 UTC 2026","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","Smoke","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","swaggerUiIsAccessible"
"","0","configurationLoadsSuccessfully","Smoke Tests","Sun Feb 15 09:23:58 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","configurationLoadsSuccessfully"
"","1110","Reset password with valid token returns 204","Smoke Tests","Sun Feb 15 09:23:53 UTC 2026","passed","Sun Feb 15 09:23:54 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordWithValidTokenReturns204"
"","1","baseUrlIsValidFormat","Smoke Tests","Sun Feb 15 09:23:58 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","baseUrlIsValidFormat"
"","2833","Forgot password returns 204 for registered email","Smoke Tests","Sun Feb 15 09:23:49 UTC 2026","passed","Sun Feb 15 09:23:52 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordReturns204ForRegisteredEmail"
"","690","Remove partner level returns 204","Smoke Tests","Sun Feb 15 09:23:57 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.user.UserRemovePartnerTest","Smoke","ua.kpi.sc.test.api.tests.user.UserRemovePartnerTest","removePartnerLevelReturns204"
"","738","Get user by ID returns 200 with all fields","Smoke Tests","Sun Feb 15 09:23:57 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.user.UserGetByIdTest","Smoke","ua.kpi.sc.test.api.tests.user.UserGetByIdTest","getUserByIdReturns200"
"","585","Delete user returns 204","Smoke Tests","Sun Feb 15 09:23:57 UTC 2026","passed","Sun Feb 15 09:23:58 UTC 2026","ua.kpi.sc.test.api.tests.user.UserDeleteTest","Smoke","ua.kpi.sc.test.api.tests.user.UserDeleteTest","deleteUserReturns204"
