"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4702","Register -> getMe: user data matches registration request","Smoke Tests","Fri Feb 13 12:19:44 UTC 2026","passed","Fri Feb 13 12:19:49 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","fullRegistrationToMeFlow"
"","552","PATCH /users/{id}/tier with valid tier returns 200","Smoke Tests","Fri Feb 13 12:19:51 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserUpdateTierTest","Smoke","ua.kpi.sc.test.api.tests.user.UserUpdateTierTest","updateTierWithValidValue"
"","534","PATCH /users/{id} with valid data returns 200 with updated fields","Smoke Tests","Fri Feb 13 12:19:51 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","Smoke","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","updateUserWithValidData"
"","147","List users returns paginated response","Smoke Tests","Fri Feb 13 12:19:52 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserTest","Smoke","ua.kpi.sc.test.api.tests.user.UserTest","listUsersReturnsPaginatedResponse"
"","177","Update self profile returns 200","Smoke Tests","Fri Feb 13 12:19:51 UTC 2026","passed","Fri Feb 13 12:19:51 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","updateSelfReturns200"
"","0","baseUrlIsValidFormat","Smoke Tests","Fri Feb 13 12:19:52 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","baseUrlIsValidFormat"
"","0","executionConfigHasDefaults","Smoke Tests","Fri Feb 13 12:19:52 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","executionConfigHasDefaults"
"","742","Create user returns 201 with correct fields","Smoke Tests","Fri Feb 13 12:19:50 UTC 2026","passed","Fri Feb 13 12:19:50 UTC 2026","ua.kpi.sc.test.api.tests.user.UserCreateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserCreateTest","createUserReturns201"
"","0","configurationLoadsSuccessfully","Smoke Tests","Fri Feb 13 12:19:52 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","configurationLoadsSuccessfully"
"","10","authConfigIsAccessible","Smoke Tests","Fri Feb 13 12:19:52 UTC 2026","passed","Fri Feb 13 12:19:52 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","authConfigIsAccessible"
