"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","allureStepsAreRecorded","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.framework.AllureSetupTest","Smoke","ua.kpi.sc.test.api.tests.framework.AllureSetupTest","allureStepsAreRecorded"
"","2064","Disable TOTP with valid password and code returns 200","Smoke Tests","Wed Feb 18 10:57:17 UTC 2026","failed","Wed Feb 18 10:57:19 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpDisableTest","Smoke","ua.kpi.sc.test.api.tests.auth.mfa.TotpDisableTest","disableTotpWithValidCredentials"
"","0","baseUrlIsValidFormat","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","baseUrlIsValidFormat"
"","1","configurationLoadsSuccessfully","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","configurationLoadsSuccessfully"
"","975","Delete user returns 204","Smoke Tests","Wed Feb 18 10:57:23 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.user.UserDeleteTest","Smoke","ua.kpi.sc.test.api.tests.user.UserDeleteTest","deleteUserReturns204"
"","4093","Login with valid credentials returns 200 with email and cookies","Smoke Tests","Wed Feb 18 10:57:13 UTC 2026","passed","Wed Feb 18 10:57:17 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","loginWithValidCredentials"
"","10","executionConfigHasDefaults","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","executionConfigHasDefaults"
"","3178","Login with 2FA enabled returns mfa_token cookie, then verify-login succeeds","Smoke Tests","Wed Feb 18 10:57:19 UTC 2026","passed","Wed Feb 18 10:57:22 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpLoginVerifyTest","Smoke","ua.kpi.sc.test.api.tests.auth.mfa.TotpLoginVerifyTest","loginWith2faThenVerifyLogin"
"","104","healthEndpointResponseTimeIsAcceptable","Smoke Tests","Wed Feb 18 10:57:19 UTC 2026","passed","Wed Feb 18 10:57:19 UTC 2026","ua.kpi.sc.test.api.tests.smoke.HealthCheckTest","Smoke","ua.kpi.sc.test.api.tests.smoke.HealthCheckTest","healthEndpointResponseTimeIsAcceptable"
"","118","Admin can list rate limit rules","Smoke Tests","Wed Feb 18 10:57:19 UTC 2026","passed","Wed Feb 18 10:57:20 UTC 2026","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","Smoke","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","listRules_returns200"
"","359","Get audit logs returns 200 with paginated response","Smoke Tests","Wed Feb 18 10:57:17 UTC 2026","passed","Wed Feb 18 10:57:17 UTC 2026","ua.kpi.sc.test.api.tests.audit.AuditTest","Smoke","ua.kpi.sc.test.api.tests.audit.AuditTest","getAuditLogs_returns200"
"","5858","Full flow: register -> forgot -> MailPit -> extract token -> reset -> login with new password","Smoke Tests","Wed Feb 18 10:57:13 UTC 2026","passed","Wed Feb 18 10:57:19 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthPasswordResetFlowTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthPasswordResetFlowTest","fullPasswordResetFlow"
"","526","Create feature flag returns 201 with correct fields","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Smoke","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","createFlagReturns201"
"","150","Evaluate all flags returns map (unauthenticated)","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagEvaluationTest","Smoke","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagEvaluationTest","evaluateAllUnauthenticatedReturnsMap"
"","167","List users returns paginated response","Smoke Tests","Wed Feb 18 10:57:22 UTC 2026","passed","Wed Feb 18 10:57:23 UTC 2026","ua.kpi.sc.test.api.tests.user.UserTest","Smoke","ua.kpi.sc.test.api.tests.user.UserTest","listUsersReturnsPaginatedResponse"
"","1148","Remove partner level returns 204","Smoke Tests","Wed Feb 18 10:57:23 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.user.UserRemovePartnerTest","Smoke","ua.kpi.sc.test.api.tests.user.UserRemovePartnerTest","removePartnerLevelReturns204"
"","0","authConfigIsAccessible","Smoke Tests","Wed Feb 18 10:57:24 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","authConfigIsAccessible"
"","4156","Register -> getMe: user data matches registration request","Smoke Tests","Wed Feb 18 10:57:13 UTC 2026","passed","Wed Feb 18 10:57:17 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","fullRegistrationToMeFlow"
"","527","swaggerUiIsAccessible","Smoke Tests","Wed Feb 18 10:57:19 UTC 2026","passed","Wed Feb 18 10:57:20 UTC 2026","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","Smoke","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","swaggerUiIsAccessible"
"","3512","Change password returns 204","Smoke Tests","Wed Feb 18 10:57:20 UTC 2026","passed","Wed Feb 18 10:57:23 UTC 2026","ua.kpi.sc.test.api.tests.user.UserChangePasswordTest","Smoke","ua.kpi.sc.test.api.tests.user.UserChangePasswordTest","changePasswordReturns204"
"","196","Get unread count returns 200 with count field","Smoke Tests","Wed Feb 18 10:57:23 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.notification.NotificationListTest","Smoke","ua.kpi.sc.test.api.tests.notification.NotificationListTest","shouldGetUnreadCount"
"","3333","apiDocsEndpointReturnsOpenApiSpec","Smoke Tests","Wed Feb 18 10:57:19 UTC 2026","passed","Wed Feb 18 10:57:22 UTC 2026","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","Smoke","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","apiDocsEndpointReturnsOpenApiSpec"
"","1153","PATCH /users/{id} with valid data returns 200 with updated fields","Smoke Tests","Wed Feb 18 10:57:22 UTC 2026","passed","Wed Feb 18 10:57:23 UTC 2026","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","Smoke","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","updateUserWithValidData"
"","1411","PATCH /users/{id}/tier with valid tier returns 200","Smoke Tests","Wed Feb 18 10:57:22 UTC 2026","passed","Wed Feb 18 10:57:24 UTC 2026","ua.kpi.sc.test.api.tests.user.UserUpdateTierTest","Smoke","ua.kpi.sc.test.api.tests.user.UserUpdateTierTest","updateTierWithValidValue"
"","327","Update self profile returns 200","Smoke Tests","Wed Feb 18 10:57:22 UTC 2026","passed","Wed Feb 18 10:57:22 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","updateSelfReturns200"
