"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2441","Login with 2FA enabled returns mfa_token cookie, then verify-login succeeds","Smoke Tests","Wed Feb 18 17:20:54 UTC 2026","passed","Wed Feb 18 17:20:57 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpLoginVerifyTest","Smoke","ua.kpi.sc.test.api.tests.auth.mfa.TotpLoginVerifyTest","loginWith2faThenVerifyLogin"
"","690","Get 2FA status for user without TOTP returns enabled=false","Smoke Tests","Wed Feb 18 17:20:53 UTC 2026","passed","Wed Feb 18 17:20:54 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","Smoke","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","statusWithout2faReturnsDisabled"
"","311","Update self profile returns 200","Smoke Tests","Wed Feb 18 17:20:58 UTC 2026","passed","Wed Feb 18 17:20:58 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","updateSelfReturns200"
"","1086","Assign partner level returns 201","Smoke Tests","Wed Feb 18 17:20:56 UTC 2026","passed","Wed Feb 18 17:20:57 UTC 2026","ua.kpi.sc.test.api.tests.user.UserAssignPartnerTest","Smoke","ua.kpi.sc.test.api.tests.user.UserAssignPartnerTest","assignPartnerLevelReturns201"
"","832","Create user returns 201 with correct fields","Smoke Tests","Wed Feb 18 17:20:55 UTC 2026","passed","Wed Feb 18 17:20:56 UTC 2026","ua.kpi.sc.test.api.tests.user.UserCreateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserCreateTest","createUserReturns201"
"","2456","Reset password with valid token returns 204","Smoke Tests","Wed Feb 18 17:20:51 UTC 2026","passed","Wed Feb 18 17:20:54 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordWithValidTokenReturns204"
"","75","Google OAuth redirect returns 302","Smoke Tests","Wed Feb 18 17:20:54 UTC 2026","passed","Wed Feb 18 17:20:55 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthGoogleOAuthTest","Smoke","ua.kpi.sc.test.api.tests.auth.AuthGoogleOAuthTest","googleOAuthRedirectReturns302"
"","228","GET /users/me returns current user profile","Smoke Tests","Wed Feb 18 17:20:58 UTC 2026","passed","Wed Feb 18 17:20:58 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Smoke","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","getMeReturns200"
"","2930","apiDocsEndpointReturnsOpenApiSpec","Smoke Tests","Wed Feb 18 17:20:55 UTC 2026","passed","Wed Feb 18 17:20:58 UTC 2026","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","Smoke","ua.kpi.sc.test.api.tests.smoke.SwaggerAvailabilityTest","apiDocsEndpointReturnsOpenApiSpec"
"","1","baseUrlIsValidFormat","Smoke Tests","Wed Feb 18 17:20:59 UTC 2026","passed","Wed Feb 18 17:20:59 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","baseUrlIsValidFormat"
"","2","executionConfigHasDefaults","Smoke Tests","Wed Feb 18 17:20:59 UTC 2026","passed","Wed Feb 18 17:20:59 UTC 2026","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","Smoke","ua.kpi.sc.test.api.tests.framework.ConfigurationTest","executionConfigHasDefaults"
